ID|Monster Name|Type 1|Type 2|Type 3|Pri Element|Sec Element|Rareness|Cost|Mpoints|Artist|
1738|Dominating Warrior King, Cao Cao |Dragon |Attacker ||Fire |Wood |7 Stars |35|5000||
1739|Unifying Martial Deity, Cao Cao |God |Attacker ||Fire |Dark |7 Stars |35|5000||
1740|Bold Divine General, Sun Quan |God |Healer ||Water |Light |7 Stars |35|5000||
1741|Soaring Dragon General, Sun Quan |Dragon |Healer ||Water |Wood |7 Stars |35|5000||
1742|Guardian Divine Emperor, Liu Bei |God |Attacker ||Wood |Light |7 Stars |35|5000||
1743|Restrained Dragon Hero, Liu Bei |Dragon |Attacker ||Wood |Fire |7 Stars |35|5000||
1744|Sacred Dragon Princess, Da Qiao |Dragon |Healer ||Light |Light |7 Stars |35|5000||
1745|Sacred Divine Flower, Xiao Qiao |God |Healer ||Light |Water |7 Stars |35|5000||
1746|Chaotic Flying General, Lu Bu |God |Devil ||Dark |Fire |7 Stars |35|5000||
1747|Sparkling Goddess of Secrets, Kali |God |Healer ||Light |Fire |7 Stars |60|15000||
1748|Awoken Hades |Devil |Attacker ||Dark |Wood |7 Stars |30|5000||
1749|Red Grimoire, Theurgia |Attacker |Devil ||Fire ||5 Stars |15|20||
1750|Red Ring Sorceress, Theurgia |Attacker |Devil ||Fire |Water |6 Stars |30|20||
1751|Blue Grimoire, Ars Paulina |Physical |Devil ||Water ||5 Stars |15|20||
1752|Blue Time Sorceress, Ars Paulina |Physical |Devil ||Water |Wood |6 Stars |30|20||
1753|Green Grimoire, Armadel |Balanced |Devil ||Wood ||5 Stars |15|20||
1754|Green Essence Sorceress, Armadel |Balanced |Devil ||Wood |Fire |6 Stars |30|20||
1755|Yellow Grimoire, Ars Nova |Attacker |Devil ||Light ||5 Stars |12|5000||
1756|Gleaming Light Sorceress, Ars Nova |Attacker |Devil ||Light |Fire |6 Stars |17|5000||
1757|Purple Grimoire, Goetia |Physical |Devil ||Dark ||5 Stars |12|5000||
1758|Black Flying Sorceress, Goetia |Physical |Devil ||Dark |Wood |6 Stars |17|5000||
1759|Dragon Caller, Sonia Gran |Dragon |||Light |Dark |7 Stars |40|20||
1760|Dawning Dragon Caller, Sonia Gran |Dragon |||Light |Dark |8 Stars |50|20||
1761|Burning Bowl Dragon, Gyundo |Dragon |Healer ||Fire ||5 Stars |12|10||
1762|Fragrant Bowl Dragon, Happo |Dragon |Healer ||Water ||5 Stars |12|10||
1763|Rich Bowl Dragon, Katsumin |Dragon |Healer ||Wood ||5 Stars |12|10||
1764|Sunrise Bowl Dragon, Gasho |Dragon |Healer ||Light ||5 Stars |12|10||
1765|Moon Kettle Bowl Dragon, Hagamar |Dragon |Healer ||Dark ||5 Stars |12|10||
1766|Mugtea |Dragon |||Fire ||2 Stars |5|1||
1767|Mugmil |Dragon |||Water ||2 Stars |5|1||
1768|Mugcha |Dragon |||Wood ||2 Stars |5|1||
1769|Mugcorn |Dragon |||Light ||2 Stars |5|1||
1770|Mugcoffee |Dragon |||Dark ||2 Stars |5|1||
1771|Galbowl |Devil |||Fire ||3 Stars |6|1||
1772|Flame Bowl Demon, Galbowl |Devil |||Fire ||4 Stars |12|1||
1773|Tunabowl |Devil |||Water ||3 Stars |6|1||
1774|Sea Bowl Demon, Tunabowl |Devil |||Water ||4 Stars |12|1||
1775|Soybowl |Devil |||Wood ||3 Stars |6|1||
1776|Land Bowl Demon, Soybowl |Devil |||Wood ||4 Stars |12|1||
1777|Chickenbowl |Devil |||Light ||3 Stars |6|1||
1778|Gold Bowl Demon, Chickenbowl |Devil |||Light ||4 Stars |12|1||
1779|Sukibowl |Devil |||Dark ||3 Stars |6|1||
1780|Purple Bowl Demon, Sukibowl |Devil |||Dark ||4 Stars |12|1||
1781|Holy Night Santa Claus, Hera |God |Devil ||Fire |Light |7 Stars |30|10||
1782|Holy Night Divine Elemental, Genie |Balanced |God ||Light |Fire |6 Stars |26|6000||
1783|Holy Night Kirin Princess, Sakuya |God |Healer ||Light |Fire |7 Stars |35|15000||
1784|moonbeam fang witch, lilith |Attacker |Devil ||Dark |Light |5 Stars |23|5000||
1785|warrior rose, graceful valkyrie |Healer |||Light |Wood |5 Stars |35|5000||
1786|incarnation of suzaku, leilan |God |||Fire |Fire |4 Stars |15|3000||
1787|incarnation of seiryuu, karin |God |||Water |Water |4 Stars |15|3000||
1788|incarnation of genbu, meimei |God |||Wood |Wood |4 Stars |15|3000||
1789|incarnation of kirin, sakuya |God |||Light |Water |4 Stars |15|3000||
1790|incarnation of byakko, haku |God |||Dark |Water |4 Stars |15|3000||
1791|war deity of the night, tsukuyomi |God |Attacker ||Dark |Light |5 Stars |30|5000||
1792|keeper of the sacred texts, metatron |God |Healer ||Light |Water |6 Stars |60|6000||
1793|extant red dragon caller, sonia |Dragon |Devil ||Fire |Dark |6 Stars |50|6000||
1794|rebel seraph lucifer |God |Balanced ||Dark |Water |5 Stars |40|5000||
1795|Nappa |Physical |Dragon ||Light ||4 Stars |10|3000||
1796|Saiyan - Nappa |Physical |Dragon ||Light |Dark |5 Stars |20|3000||
1797|Raditz |Physical |Dragon ||Dark ||4 Stars |10|3000||
1798|Saiyan - Raditz |Physical |Dragon ||Dark |Fire |5 Stars |20|3000||
1799|Videl |Balanced |Dragon ||Fire ||4 Stars |10|3000||
1800|Satan's Daughter, Videl |Balanced |Dragon ||Fire |Wood |5 Stars |20|3000||
1801|Gotenks |Attacker |Dragon ||Water |Fire |5 Stars |14|5000||
1802|Super Saiyan - Gotenks |Attacker |Dragon ||Water |Fire |6 Stars |24|5000||
1803|Dende & Porunga |God |Dragon ||Wood |Wood |6 Stars |15|1||
1804|Bulma |Healer |Dragon ||Water |Water |5 Stars |12|1||
1805|Dragon Ball, One-Star ball |Enhance Material |||Light ||5 Stars |1|1||
1806|Dragon Ball, Three-Star ball |Enhance Material |||Light ||5 Stars |1|1||
1807|Dragon Ball, Four-Star ball |Enhance Material |||Light ||5 Stars |1|1||
1808|Dragon Ball, Six-Star ball |Enhance Material |||Light ||5 Stars |1|1||
1809|Dragon Ball, Seven-Star ball |Enhance Material |||Light ||5 Stars |1|1||
1810|Dragon Ball, Two-Star ball & Five-Star ball |Enhance Material |||Light ||5 Stars |1|1||
1811|cao cao |God |Attacker ||Fire ||4 Stars |15|1||
1812|conquering martial deity, cao cao |God |Attacker ||Fire ||5 Stars |25|1||
1813|sun quan |God |Healer ||Water ||4 Stars |15|1||
1814|courageous divine general, sun quan |God |Healer ||Water ||5 Stars |25|1||
1815|liu bei |God |Attacker ||Wood ||4 Stars |15|1||
1816|moral commanding deity, liu bei |God |Attacker ||Wood ||5 Stars |25|1||
1817|da qiao & xiao qiao |God |Healer ||Light |Water |4 Stars |15|1||
1818|divine flowers, da qiao & xiao qiao |God |Healer ||Light |Water |5 Stars |25|1||
1819|lu bu |God |Devil ||Dark ||4 Stars |15|1||
1820|divine flying general, lu bu |God |Devil ||Dark ||5 Stars |25|1||
1821|guan yu |God |Dragon ||Fire |Dark |5 Stars |35|1||
1822|valiant & loyal deity, guan yu |God |Dragon ||Fire |Dark |6 Stars |50|1||
1823|life dragon, zhuge liang |God |Healer ||Light ||5 Stars |35|1||
1824|celestial life dragon, zhuge liang |God |Healer ||Light |Water |6 Stars |50|1||
1825|I Love DeviBear |Devil |||Dark ||4 Stars |10|1||
1826|Red Angel, Rozuel |God |Attacker ||Fire |Water |5 Stars |20|5000||
1827|Red-Winged Star Angel, Rozuel |God |Attacker ||Fire |Water |6 Stars |30|5000||
1828|Blue Angel, Famiel |God |Healer ||Water |Light |5 Stars |20|5000||
1829|Blue-Winged Star Angel, Famiel |God |Healer ||Water |Light |6 Stars |30|5000||
1830|Green Angel, Ruel |God |Devil ||Wood |Dark |5 Stars |20|5000||
1831|Green-Winged Star Angel, Ruel |God |Devil ||Wood |Dark |6 Stars |30|5000||
1832|Holy Angel, Ariel |God |Attacker ||Light |Fire |5 Stars |20|5000||
1833|Holy-Winged Star Angel, Ariel |God |Attacker ||Light |Fire |6 Stars |30|5000||
1834|Dark Angel, Lumiel |God |Devil ||Dark |Water |5 Stars |20|5000||
1835|Dark-Winged Star Angel, Lumiel |God |Devil ||Dark |Water |6 Stars |30|5000||
1836|Medjedra |God |Balanced ||Wood ||6 Stars |30|25||
1837|Guardian of Dark Riches, Medjedra |God |Balanced ||Wood |Fire |7 Stars |40|25||
1838|Stubborn Dragon King, Gainaut |Dragon |||Fire ||7 Stars |80|50||
1839|Lightning Sky Stubborn Dragon King, Gainaut |Dragon |Physical ||Fire |Light |8 Stars |90|50||
1840|Sea Dragon King, Volsung |Dragon |||Water ||7 Stars |80|50||
1841|Giant Arched Sea Dragon King, Volsung |Dragon |Attacker ||Water |Fire |8 Stars |90|50||
1842|Wind Dragon Queen, Linthia |Dragon |||Wood ||7 Stars |80|50||
1843|Crystal Wind Dragon Queen, Linthia |Dragon |Balanced ||Wood |Dark |8 Stars |90|50||
1844|Knight Dragon King, Nordis |Dragon |||Light ||7 Stars |80|50||
1845|Unleashed Knight Dragon King, Nordis |Dragon |Balanced ||Light |Wood |8 Stars |90|50||
1846|UNPRINTABLE |Dragon |||Dark ||7 Stars |80|50||
1847|UNPRINTABLE |Dragon |Physical |Devil |Dark |Water |8 Stars |99|50||
1848|Angel of Secret Destiny, Elia |God |Healer ||Light |Light |7 Stars |99|1||
1849|Psychopomp of Oblivion, Grisar |Devil |Attacker ||Dark |Dark |7 Stars |99|1||
1850|Jagi |Attacker |||Dark ||3 Stars |7|1||
1851|Tyrannical Pupil, Jagi |Attacker |||Dark ||4 Stars |12|1||
1852|Amiba |Attacker |||Dark ||3 Stars |7|1||
1853|Hokuto Shinken Imposter, Amiba |Attacker |||Dark |Water |4 Stars |12|1||
1854|Uighur |Attacker |||Dark ||3 Stars |7|1||
1855|The Warden, Uighur |Attacker |||Dark ||4 Stars |12|1||
1856|Ken-Oh, Raoh |Devil |||Dark ||5 Stars |12|10||
1857|Ruler of the Century's End, Raoh |Devil |||Dark |Fire |6 Stars |22|10||
1858|Raoh |Devil |||Fire ||5 Stars |12|5000||
1859|Conqueror of the Heavens, Raoh |Devil |Attacker ||Fire |Dark |6 Stars |22|5000||
1860|Kenshiro |Physical |||Fire ||5 Stars |12|5000||
1861|Hokuto Shinken Master, Kenshiro |Physical |Attacker ||Fire |Light |6 Stars |22|5000||
1862|Toki |Healer |||Water ||5 Stars |12|5000||
1863|Gentle Fist Master, Toki |Healer |Attacker ||Water |Light |6 Stars |22|5000||
1864|Shin |Devil |||Light ||4 Stars |10|3000||
1865|Nanto Seiken Master, Shin |Devil |||Light |Dark |5 Stars |20|3000||
1866|Rei |Attacker |||Water ||4 Stars |10|3000||
1867|Nanto Suichoken Master, Rei |Attacker |||Water |Light |5 Stars |20|3000||
1868|Juda |Balanced |||Wood ||4 Stars |10|3000||
1869|Nanto Kokakuken Master, Juda |Balanced |||Wood |Dark |5 Stars |20|3000||
1870|Shew |Attacker |||Wood ||4 Stars |10|3000||
1871|Nanto Hakuroken Master, Shew |Attacker |||Wood |Light |5 Stars |20|3000||
1872|Thouzer |Devil |||Light ||4 Stars |10|3000||
1873|Holy Emperor, Thouzer |Devil |||Light |Dark |5 Stars |20|3000||
1874|Mamiya |Healer |||Fire ||4 Stars |10|3000||
1875|Unrequited Warrior Woman, Mamiya |Healer |||Fire |Light |5 Stars |20|3000||
1876|zhao yun |Attacker |||Wood |Wood |5 Stars |30|1||
1877|mighty dragon general, zhao yun |Attacker |Dragon ||Wood |Light |6 Stars |40|1||
1878|Diagoldos |Dragon |||Fire ||6 Stars |40|20||
1879|Armored Blade Dragon, Diagoldos |Dragon |Attacker ||Fire |Light |7 Stars |50|20||
1880|Ruler of Toyama Bay, Cold Amberjack |Physical |||Water |Water |6 Stars |30|1||
1881|Twin Blade Brave, Shotel |Attacker |||Fire |Wood |5 Stars |15|5000||
1882|Double-Edged Blade Brave, Claymore |Attacker |||Water |Fire |5 Stars |15|5000||
1883|Nameless Blade Brave, Masamune |Attacker |||Wood |Water |5 Stars |15|5000||
1884|Curved Blade Brave, Kopis |Attacker |||Light |Fire |5 Stars |15|5000||
1885|Massive Blade Brave, Zweihander |Attacker |Physical ||Dark |Water |5 Stars |15|5000||
1886|UNPRINTABLE |God |Healer ||Fire |Light |7 Stars |33|5000||
1887|UNPRINTABLE |God |Healer ||Light |Fire |7 Stars |33|5000||
1888|UNPRINTABLE |Devil |God ||Dark |Fire |6 Stars |30|3000||
1889|UNPRINTABLE |Devil |God ||Fire |Dark |6 Stars |30|3000||
1890|UNPRINTABLE |Awoken Material |||Light ||5 Stars |12|1||
1891|Raoh ChibiDra |Enhance Material |||Dark ||3 Stars |1|1||
1896|Earth Dragon Swordsman |Dragon |||Wood ||4 Stars |9|3000||
1897|Earth Dragon Knight |Dragon |||Wood |Wood |5 Stars |14|3000||
1898|Dark Dragon Swordsman |Dragon |||Dark ||4 Stars |9|3000||
1899|Shadow Dragon Knight |Dragon |||Dark |Dark |5 Stars |14|3000||
1900|Juggler |Devil |||Dark ||5 Stars |13|5000||
1901|UNPRINTABLE |Devil |||Dark |Fire |6 Stars |19|5000||
1902|UNPRINTABLE |Balanced |Devil ||Wood |Dark |7 Stars |29|5000||
1903|UNPRINTABLE |Healer |God ||Light |Light |7 Stars |29|5000||
1904|UNPRINTABLE |Attacker |Devil ||Fire |Dark |6 Stars |25|3000||
1905|UNPRINTABLE |Healer |Machine ||Water |Water |7 Stars |29|5000||
1906|UNPRINTABLE |Balanced |Devil ||Dark |Dark |6 Stars |25|3000||
1907|UNPRINTABLE |Dragon |Devil ||Dark |Light |7 Stars |60|10||
1908|Red Material |Enhance Material |||Fire ||3 Stars |1|1||
1909|Blue Material |Enhance Material |||Water ||3 Stars |1|1||
1910|Green Material |Enhance Material |||Wood ||3 Stars |1|1||
1911|Yellow Material |Enhance Material |||Light ||3 Stars |1|1||
1912|Purple Material |Enhance Material |||Dark ||3 Stars |1|1||
1913|Black Material |Enhance Material |||Dark ||3 Stars |1|1||
1914|Firem |Dragon |||Light ||5 Stars |10|1||
1915|Guardian of the Mirror World, Firem |Dragon |Devil ||Light |Dark |6 Stars |20|1||
1916|Music Dragon, Legelonte |Dragon |Machine ||Water |Water |5 Stars |20|15||
1917|Hungry Peko Dragon |Dragon |Healer ||Fire ||4 Stars |10|1|Fire Dragon Thing |
1918|Battle Flower Spirit, Mandrake |Attacker |||Wood ||4 Stars |10|1||
1919|Rumbling Firedragon, Armored Tyrannos |Dragon |Attacker ||Fire |Water |6 Stars |15|1||
1920|Phantom Icedragon, Mirage Plesios |Dragon |Physical ||Water |Wood |6 Stars |15|1||
1921|Wild Flowerdragon, Howling Brachys |Dragon |Balanced ||Wood |Fire |6 Stars |15|1||
1922|Zeus & Hera |God |Devil ||Light |Dark |7 Stars |50|25||
1923|Loving Heavenly Deities, Zeus & Hera |God |Devil ||Light |Dark |8 Stars |60|25||
1924|UNPRINTABLE |Balanced |||Light |Dark |5 Stars |10|1||
1925|War Deity of the Magic Spear, Odin |God |Physical ||Water |Dark |8 Stars |60|50000||
1926|Heaven-Shaking Thunderdragon, Indra |Dragon |Balanced ||Light |Light |7 Stars |40|5000||
1927|Abyssal Darkdragon, Vritra |Dragon |Devil ||Dark |Dark |7 Stars |40|5000||
1928|Awoken Venus |Devil |Healer ||Light |Water |7 Stars |30|5000||
1929|Tyrra-bean |Dragon |||Fire ||1 Star |1|1||
1930|Plessie-bean |Dragon |||Water ||1 Star |1|1||
1931|Brachy-bean |Dragon |||Wood ||1 Star |1|1||
1932|hera |God |||Dark ||3 Stars |5|1||
1933|awoken hera |Devil |God ||Dark ||4 Stars |15|1||
1934|plan |Dragon |||Wood ||3 Stars |5|1||
1935|awoken plan |Dragon |||Water |Wood |4 Stars |15|1||
1936|Kapibara-san & White-san |Physical |Healer ||Wood |Water |5 Stars |20|-- ||
1937|UNPRINTABLE |Attacker |Dragon ||Fire |Dark |8 Stars |40|5000||
1938|Super Saiyan 3 - Gotenks |Attacker |Dragon ||Water |Fire |7 Stars |34|-- ||
1939|Cell - Perfect Form |Devil |Dragon ||Wood |Dark |8 Stars |33|-- ||
1940|Uub |Attacker |Dragon ||Light ||5 Stars |14|-- ||
1941|UNPRINTABLE |Attacker |Dragon ||Light |Fire |6 Stars |24|-- ||
1942|UNPRINTABLE |Attacker |Dragon ||Dark |Light |5 Stars |14|-- ||
1943|Choco Buu |Enhance Material |||Light ||4 Stars |1|-- ||
1944|Kaguya-Hime |Healer |||Wood ||6 Stars |20|25||
1945|Bamboo Cutter's Blossom, Kaguya-Hime |Healer |God ||Wood |Light |7 Stars |30|25||
1946|Red Dragonbound, Gadius |Dragon |||Fire ||5 Stars |30|15000||
1947|Lightning Red Dragonbound, Gadius |Dragon |Healer ||Fire |Light |6 Stars |50|15000||
1948|Black Dragonbound, Typhon |Dragon |||Dark ||6 Stars |40|50000||
1949|Lightning Black Dragonbound, Typhon |Dragon |Balanced ||Dark |Water |7 Stars |60|50000||
1950|White Beast Demon, Ilm |Devil |||Light |Fire |6 Stars |40|50000||
1951|Tome-Creating White Phantom Demon, Ilm |Devil |Attacker ||Light |Fire |7 Stars |60|50000||
1952|Black Beast Demon, Zuoh |Devil |||Dark |Wood |5 Stars |30|15000||
1953|Enraged Black Phantom Demon, Zuoh |Devil |Physical ||Dark |Wood |6 Stars |50|15000||
1954|Awoken Shiva |Attacker |Devil ||Fire |Fire |7 Stars |35|5000||
1955|Awoken Lakshmi |Physical |God ||Water |Water |7 Stars |35|5000||
1956|Awoken Parvati |Balanced |Devil ||Wood |Wood |7 Stars |35|5000||
1957|Fire Cat Dragon, Tabby Nyadra |Dragon |||Fire ||5 Stars |12|10||
1958|Water Cat Dragon, Russian Nyadra |Dragon |||Water ||5 Stars |12|10||
1959|Wood Cat Dragon, Calico Nyadra |Dragon |||Wood ||5 Stars |12|10||
1960|Light Cat Dragon, Persian Nyadra |Dragon |||Light ||5 Stars |12|10||
1961|Dark Cat Dragon, Black Nyadra |Dragon |||Dark ||5 Stars |12|10||
1962|Red DeviNyan |Devil |||Fire ||3 Stars |8|1||
1963|Blue DeviNyan |Devil |||Water ||3 Stars |8|1||
1964|Green DeviNyan |Devil |||Wood ||3 Stars |8|1||
1965|White DeviNyan |Devil |||Light ||3 Stars |8|1||
1966|Black DeviNyan |Devil |||Dark ||3 Stars |8|1||
1967|Sacred Dragon King Saiga Another |Dragon |||Wood ||5 Stars |10|-- ||
1968|Light Dragon King Saiga Another |Dragon |||Wood |Light |6 Stars |15|-- ||
1969|Shinra Dragon God Saiga Another |Dragon |God ||Wood |Light |7 Stars |25|-- ||
1970|War Princess Asmodeus Another |Devil |||Dark ||5 Stars |10|-- ||
1971|Phantom Demon King Asmo-Deus Another |Devil |Healer ||Dark |Wood |6 Stars |20|-- ||
1972|Fire Hammer Kiriko Another |Healer |||Fire ||5 Stars |10|-- ||
1973|Shining Wing Kiriko Another |Healer |Attacker ||Fire |Light |6 Stars |20|-- ||
1974|Shinra Sorcerer God Moebius |Devil |God ||Dark |Light |4 Stars |12|-- ||
1975|Shinra Sacred Demon God Ark |Balanced |God ||Dark |Wood |4 Stars |12|-- ||
1976|Shinra Light Dragon God Ryuga |Dragon |God ||Light |Light |4 Stars |12|-- ||
1977|Shinra Golden God Maxius |Healer |God ||Light |Water |4 Stars |12|-- ||
1978|Shinra Ultimate God Kai |Devil |God ||Dark |Light |4 Stars |12|-- ||
1979|Shinra Soul Beast Sai |Dragon |God ||Fire |Dark |4 Stars |12|-- ||
1980|Shinra Sun God Apollo |Attacker |God ||Fire |Water |4 Stars |12|-- ||
1981|Shinra Sacred Dragon God Saiga |Dragon |God ||Wood |Light |4 Stars |12|-- ||
1982|Shinjo Kagato |Attacker |||Fire ||4 Stars |10|10||
1983|Raging Kagato |Attacker |||Fire |Fire |5 Stars |20|10||
1984|Crystal Ruler Hikari - Tenchi |Healer |||Light ||4 Stars |10|1||
1985|Crystal Ruler Hikari - Itsuki |Healer |||Light |Light |5 Stars |20|1||
1986|Flo Gist |Balanced |||Fire ||3 Stars |5|1||
1987|Bem Gist |Balanced |||Fire ||4 Stars |10|1||
1988|Snow Beast Yeye |Physical |||Water ||3 Stars |5|1||
1989|Gon Yeye |Physical |||Water ||4 Stars |10|1||
1990|Gardener Pochika |Healer |||Wood ||3 Stars |5|1||
1991|Lulu Pochika |Healer |||Wood ||4 Stars |10|1||
1992|Lard |Devil |||Dark ||3 Stars |5|1||
1993|Hell Lard |Devil |||Dark ||4 Stars |10|1||
1994|Asmodeus Another Card |Enhance Material |||Dark ||4 Stars |1|1||
1995|Fire Hammer Kiriko Another Card |Enhance Material |||Fire ||4 Stars |1|1||
1996|Shinra Sorcerer God Moebius Card |Enhance Material |||Dark |Light |4 Stars |1|1||
1997|Shinra Sacred Demon God Ark Card |Enhance Material |||Dark |Wood |4 Stars |1|1||
1998|Shinra Light Dragon God Ryuga Card |Enhance Material |||Light |Light |4 Stars |1|1||
1999|Shinra Golden God Maxius Card |Enhance Material |||Light |Water |4 Stars |1|1||
2000|Shinra Ultimate God Kai Card |Enhance Material |||Dark |Light |4 Stars |1|1||
2001|Shinra Soul Beast Sai Card |Enhance Material |||Fire |Dark |4 Stars |1|1||
2002|Shinra Sun God Apollo Card |Enhance Material |||Fire |Water |4 Stars |1|1||
2003|Shinra Sacred Dragon God Saiga Card |Enhance Material |||Wood |Light |4 Stars |1|1||
2004|Wafer Man Papa |Enhance Material |||Light ||4 Stars |1|1||
2005|UNPRINTABLE |Enhance Material |||Dark ||4 Stars |1|1||
2006|Avowed Thief, Ishikawa Goemon |Physical |Dragon ||Fire |Light |8 Stars |55|15||
2007|Sphinx |Devil |||Fire ||5 Stars |30|20||
2008|Awoken Sphinx |Devil |Physical ||Fire |Light |6 Stars |40|20||
2009|Awoken Horus |Devil |God ||Fire |Dark |7 Stars |35|5000||
2010|Awoken Isis |Devil |God ||Water |Wood |7 Stars |35|5000||
2011|Awoken Bastet |Devil |Balanced ||Wood |Fire |7 Stars |35|5000||
2012|Awoken Ra |Devil |God ||Light |Fire |7 Stars |35|5000||
2013|Awoken Anubis |Devil |God ||Dark |Fire |7 Stars |35|5000||
2014|Student Council President, Lucifer |God |Attacker |Devil |Light |Dark |7 Stars |40|15000||
2015|Discipline Committee Chair, Athena |God |Attacker ||Wood |Light |7 Stars |50|15000||
2016|Class Monitor, Athena |God |Healer ||Wood |Light |7 Stars |50|15000||
2017|Scholarship Student, Isis |Attacker |Healer ||Water |Dark |7 Stars |35|15000||
2018|Hera-Ur-Senpai |Devil |God ||Fire |Dark |6 Stars |50|10||
2019|School Gang Leader, Gigas |Physical |||Fire |Dark |6 Stars |35|1||
2020|blazing shrine maiden, chiyome |Balanced |||Fire |Fire |6 Stars |27|6000||
2021|phantom god, odin |God |||Fire |Fire |6 Stars |30|6000||
2022|amaterasu ohkami |God |||Light |Light |4 Stars |12|3000||
2023|water deity, holy isis |God |||Water |Water |4 Stars |12|3000||
2024|yamato takeru |God |||Fire |Fire |4 Stars |12|3000||
2025|andromeda |God |||Water |Water |4 Stars |12|3000||
2026|perseus |God |||Wood |Wood |4 Stars |12|3000||
2027|sun wukong |God |||Light |Light |4 Stars |12|3000||
2028|pandora |God |||Dark |Dark |4 Stars |12|3000||
2029|Cloud |Attacker |||Light ||6 Stars |12|6000||
2030|Cloud & Hardy-Daytona |Attacker |Machine ||Light |Light |7 Stars |22|6000||
2031|Sephiroth |Attacker |||Dark ||6 Stars |12|6000||
2032|Renegade Hero, Sephiroth |Attacker |Devil ||Dark |Dark |7 Stars |22|6000||
2033|Squall |Attacker |||Fire ||5 Stars |12|4000||
2034|Solitary Lion, Squall |Attacker |||Fire |Light |6 Stars |22|4000||
2035|Rinoa |Healer |||Water ||5 Stars |12|4000||
2036|Sorceress's Successor, Rinoa |Healer |Devil ||Water |Water |6 Stars |22|4000||
2037|Zidane |Attacker |||Wood ||5 Stars |12|4000||
2038|Trance Zidane |Attacker |||Wood |Light |6 Stars |22|4000||
2039|Vivi |Attacker |||Dark ||4 Stars |10|3000||
2040|Trance Vivi |Attacker |||Dark |Fire |5 Stars |20|3000||
2041|Tidus |Physical |||Water ||5 Stars |12|4000||
2042|Fayth's Dream, Tidus |Physical |||Water |Light |6 Stars |22|4000||
2043|Yuna |Healer |||Light ||6 Stars |12|6000||
2044|Determined Summoner, Yuna |Healer |||Light |Water |7 Stars |22|6000||
2045|Ace |Balanced |||Fire ||4 Stars |10|3000||
2046|Agito Cadet, Ace |Balanced |||Fire |Dark |5 Stars |20|3000||
2047|Aemo |Healer |||Wood ||4 Stars |10|3000||
2048|Dimensional Travelers, Aemo & Mootie |Healer |God ||Wood |Dark |5 Stars |20|3000||
2049|Wol |Attacker |||Light ||4 Stars |10|3000||
2050|Knight of the Dawn, Wol |Attacker |Physical ||Light |Fire |5 Stars |20|3000||
2051|Fat Chocobo |Physical |||Light ||4 Stars |5|1||
2052|Chaos |Devil |||Dark |Light |5 Stars |12|1||
2053|Emperor of Palamecia |Balanced |Devil ||Water |Dark |5 Stars |12|1||
2054|Cloud of Darkness |Devil |||Wood |Dark |5 Stars |12|1||
2055|Zeromus |Devil |Physical ||Dark |Fire |5 Stars |12|1||
2056|Neo Exdeath |Balanced |Devil ||Light |Light |5 Stars |12|1||
2057|Gilgamesh |Attacker |Physical ||Fire |Water |6 Stars |12|1||
2058|Kefka |Devil |||Dark ||5 Stars |12|10||
2059|Dancing Mad, Kefka |Devil |God ||Dark |Fire |6 Stars |22|10||
2060|Cloud's Buster Sword |Enhance Material |||Light ||5 Stars |1|1||
2061|Sephiroth's Masamune |Enhance Material |||Dark ||5 Stars |1|1||
2062|Squall's Gunblade |Enhance Material |||Fire ||5 Stars |1|1||
2063|Rinoa's Pinwheel |Enhance Material |||Water ||5 Stars |1|1||
2064|Zidane's Mage Masher |Enhance Material |||Wood ||5 Stars |1|1||
2065|Tidus's Brotherhood |Enhance Material |||Light ||5 Stars |1|1||
2066|Yuna's Staff |Enhance Material |||Water ||5 Stars |1|1||
2067|Extreme King Metal Tamadra |Enhance Material |||Dark ||7 Stars |1|-- ||
2068|Aamir |Devil |||Dark |Wood |5 Stars |30|20||
2069|Black Beast Demon's Servant, Aamir |Devil |Healer ||Dark |Wood |6 Stars |40|20||
2070|Tinnin&Metatron |Dragon |Healer ||Light |Light |7 Stars |35|5000||
2071|Yo TAMADRA |Enhance Material |||Water ||5 Stars |1|1||
2072|Tinnin TAMADRA |Enhance Material |||Light ||5 Stars |1|1||
2073|Awoken Leilan |Physical |Attacker ||Fire |Fire |7 Stars |40|5000||
2074|Awoken Karin |Dragon |Attacker ||Water |Water |7 Stars |40|5000||
2075|Awoken Meimei |Physical |Attacker ||Wood |Wood |7 Stars |40|5000||
2076|Awoken Haku |God |Healer ||Dark |Water |7 Stars |40|5000||
2077|Green Gleaming Star Kirin, Sakuya |God |Physical |Dragon |Light |Wood |8 Stars |45|5000||
2078|Blazing Goddess of Power, Kali |God |Dragon ||Dark |Fire |8 Stars |70|50000||
2079|Divine General of the Sun, Krishna |God |Balanced ||Fire |Fire |7 Stars |35|5000||
2080|Wise and Moral Goddess, Sarasvati |God |Healer ||Water |Water |7 Stars |35|5000||
2081|Divine Creator of Order, Vishnu |God |Attacker ||Wood |Wood |7 Stars |35|5000||
2082|Scholarly God of Fortune, Ganesha |God |Healer ||Light |Light |7 Stars |35|5000||
2083|Magic Hand Slayer Goddess, Durga |God |Devil ||Dark |Water |7 Stars |35|5000||
2084|Capricious Summon, Fat Chocobo |Physical |||Light |Light |5 Stars |10|1||
2085|Kitty's Festa Joker |Dragon |Devil ||Dark |Dark |6 Stars |25|10||
