Generated 10-29-2016: 7:30PM (Run time: 4H:30M)

1 |Total Attributes:  8 |Tyrra ||Dragon |Fire |2 Stars |2 |1 |Shinnosuke Hino |
1492 |Total Attributes:  7 |UNPRINTABLE ||Devil | /  |Dragon |Dark | /  |Dark |5 Stars |20 |3000 |
1493 |Total Attributes:  7 |Satan Maria ||Devil |Dark |4 Stars |10 |3000 |
1494 |Total Attributes:  7 |Hera Maria ||Devil | /  |God |Dark | /  |Fire |5 Stars |20 |3000 |
1495 |Total Attributes:  7 |Super Zeus ||God |Light |5 Stars |13 |5000 |
1496 |Total Attributes:  7 |Super Awoken Zeus ||God |Light | /  |Light |6 Stars |23 |5000 |
1497 |Total Attributes:  7 |Black Zeus ||Devil |Wood |4 Stars |10 |3000 |
1498 |Total Attributes:  7 |Awoken Black Dios ||Devil | /  |Balanced |Wood | /  |Dark |5 Stars |20 |3000 |
1499 |Total Attributes:  7 |UNPRINTABLE ||Physical |Wood |5 Stars |13 |5000 |
1500 |Total Attributes:  7 |UNPRINTABLE ||Physical | /  |God |Wood | /  |Water |6 Stars |23 |5000 |
1501 |Total Attributes:  7 |UNPRINTABLE ||Devil | /  |Physical |Light | /  |Dark |5 Stars |20 |1 |
1502 |Total Attributes:  7 |Fire Dragon Swordsman ||Dragon |Fire |4 Stars |9 |3000 |
1503 |Total Attributes:  7 |Fire Dragon Knight ||Dragon |Fire | /  |Fire |5 Stars |14 |3000 |
1504 |Total Attributes:  8 |Water Dragon Swordsman ||Dragon |Water |4 Stars |9 |3000 |Shinnosuke Hino |
1505 |Total Attributes:  8 |Water Dragon Knight ||Dragon |Water | /  |Water |5 Stars |14 |3000 |Shinnosuke Hino |
1506 |Total Attributes:  7 |Shining Dragon Swordsman ||Dragon |Light |4 Stars |9 |3000 |
1507 |Total Attributes:  7 |Shining Dragon Knight ||Dragon |Light | /  |Light |5 Stars |14 |3000 |
1508 |Total Attributes:  7 |UNPRINTABLE ||Enhance Material |Light | /  |Dark |7 Stars |30 |8320 |
1509 |Total Attributes:  8 |Mephistopheles ||Devil |Light |6 Stars |40 |20 |Murase Rintaro |
1510 |Total Attributes:  8 |Awoken Mephistopheles ||Devil | /  |Attacker |Light | /  |Dark |7 Stars |60 |20 |Murase Rintaro |
1511 |Total Attributes:  8 |Bonfire Fox, Mitsuki ||Healer | /  |Attacker |Fire | /  |Fire |7 Stars |25 |3000 |Yosuke Adachi |
1512 |Total Attributes:  8 |Distant Sea Talent, Ruka ||Healer | /  |Attacker |Water | /  |Water |7 Stars |25 |3000 |Yosuke Adachi|
1513 |Total Attributes:  7 |Shrine Priestess, Kano ||Healer | /  |Attacker |Wood | /  |Wood |7 Stars |25 |3000 |
1514 |Total Attributes:  7 |Nomadic Dancer, Fuu ||Healer | /  |Attacker |Light | /  |Light |7 Stars |25 |3000 |
1515 |Total Attributes:  7 |Cryptic Feline, Kurone ||Healer | /  |Attacker |Dark | /  |Dark |7 Stars |25 |3000 |
1516 |Total Attributes:  8 |Lively Maiden, Princess Valkyrie ||Healer |Wood |6 Stars |30 |15000 |Shinnosuke Hino |
1517 |Total Attributes:  8 |Thorned Guardian, Graceful Valkyrie ||Healer |Wood | /  |Dark |7 Stars |35 |15000 |Shinnosuke Hino |
1518 |Total Attributes:  9 |Keeper of Paradise, Metatron ||God | /  |Healer |Water | /  |Light |7 Stars |60 |15000 |Shinnosuke Hino |Bmeta, Btron, Water Metatron, Wetatron, Bikinitron |
1519 |Total Attributes:  7 |Spirit ||Enhance Material |Light |1 Star |1 |1 |
1520 |Total Attributes:  7 |Metabon ||Enhance Material |Dark |3 Stars |1 |1 |
1521 |Total Attributes:  7 |Royal Green Hawk ||Enhance Material |Wood |3 Stars |1 |1 |
1522 |Total Attributes:  7 |Picosuke ||Physical |Fire |3 Stars |6 |1 |
1523 |Total Attributes:  7 |Flame Knight Areon ||Physical |Fire |4 Stars |10 |1 |
1524 |Total Attributes:  7 |Noble Dragon, Yoroku ||Dragon |Light |6 Stars |20 |20 |
1525 |Total Attributes:  7 |Honorable Dragon General, Kanetsugu ||Dragon | /  |Attacker |Light | /  |Light |7 Stars |35 |20 |
1526 |Total Attributes:  7 |High Fire Ninja ||Balanced | /  |Devil |Fire |4 Stars |12 |1 |
1527 |Total Attributes:  7 |High Water Ninja ||Healer | /  |Devil |Water |4 Stars |12 |1 |
1528 |Total Attributes:  7 |High Wood Ninja ||Balanced | /  |Devil |Wood |4 Stars |12 |1 |
1529 |Total Attributes:  7 |High Light Ninja ||Physical | /  |Devil |Light |4 Stars |12 |1 |
1530 |Total Attributes:  7 |High Dark Ninja ||Attacker | /  |Devil |Dark |4 Stars |12 |1 |
1531 |Total Attributes:  8 |Zeus Mercury ||God |Water |6 Stars |45 |20 |Itou Youichi |
1532 |Total Attributes:  8 |Awoken Zeus Mercury ||God | /  |Attacker |Water | /  |Light |7 Stars |60 |20 |Itou Youichi |
1533 |Total Attributes:  8 |Awoken Minerva ||Dragon | /  |Devil |Fire | /  |Fire |7 Stars |30 |5000 |Shinnosuke Hino |
1534 |Total Attributes:  8 |Awoken Neptune ||Attacker | /  |Devil |Water | /  |Water |7 Stars |30 |5000 |Murase Rintaro |
1535 |Total Attributes:  8 |Awoken Ceres ||Balanced | /  |Devil |Wood | /  |Wood |7 Stars |30 |5000 |Suzuki Kaori |
1536 |Total Attributes:  8 |Awoken Dancing Queen Hera-Ur ||Devil | /  |God |Fire | /  |Fire |8 Stars |70 |20 |Itou Youichi |
1537 |Total Attributes:  7 |Red Shieldra ||Physical |Fire |3 Stars |8 |1 |
1538 |Total Attributes:  7 |Flame Shield Knight ||Physical |Fire |4 Stars |12 |1 |
1539 |Total Attributes:  7 |Blue Shieldra ||Physical |Water |3 Stars |8 |1 |
1540 |Total Attributes:  7 |Aqua Shield Knight ||Physical |Water |4 Stars |12 |1 |
1541 |Total Attributes:  7 |Green Shieldra ||Physical |Wood |3 Stars |8 |1 |
1542 |Total Attributes:  7 |Gaia Shield Knight ||Physical |Wood |4 Stars |12 |1 |
1543 |Total Attributes:  7 |Yellow Shieldra ||Physical |Light |3 Stars |8 |1 |
1544 |Total Attributes:  7 |Light Shield Knight ||Physical |Light |4 Stars |12 |1 |
1545 |Total Attributes:  7 |Purple Shieldra ||Physical |Dark |3 Stars |8 |1 |
1546 |Total Attributes:  7 |Shadow Shield Knight ||Physical |Dark |4 Stars |12 |1 |
1547 |Total Attributes:  7 |Flampy ||Enhance Material |Fire |7 Stars |1 |1 |
1548 |Total Attributes:  7 |Bubpy ||Enhance Material |Water |7 Stars |1 |1 |
1549 |Total Attributes:  7 |Woodpy ||Enhance Material |Wood |7 Stars |1 |1 |
1550 |Total Attributes:  7 |Shynpy ||Enhance Material |Light |7 Stars |1 |1 |
1551 |Total Attributes:  7 |Badpy ||Enhance Material |Dark |7 Stars |1 |1 |
1552 |Total Attributes:  8 |Heaven-Shaking Archdemon, Lucifer ||Devil | /  |Balanced |Dark | /  |Fire |7 Stars |40 |5000 |Shinnosuke Hino |
1553 |Total Attributes:  8 |Hell-Creating Archdemon, Lucifer ||Devil | /  |Attacker |Dark | /  |Dark |7 Stars |40 |5000 |Shinnosuke Hino |
1554 |Total Attributes:  7 |Ultimate Taiko God Don-chan ||Healer | /  |God |Light | /  |Fire |6 Stars |40 |1 |
1555 |Total Attributes:  8 |Eight-Headed Dragon God, Viper Orochi ||God | /  |Dragon |Water | /  |Fire |7 Stars |30 |5000 |Itou Youichi |
1556 |Total Attributes:  8 |Demon Slayer, Susano no Mikoto ||God | /  |Attacker |Wood | /  |Light |7 Stars |30 |5000 |Itou Youichi |
1557 |Total Attributes:  7 |Dancing Flame, Amaterasu Ohkami ||God | /  |Attacker |Light | /  |Fire |7 Stars |30 |5000 |
1558 |Total Attributes:  7 |Super Saiyan 3 - Goku ||Physical | /  |Dragon |Fire | /  |Light |7 Stars |34 |5000 |
1559 |Total Attributes:  7 |Ultimate Gohan ||Balanced | /  |Dragon |Water | /  |Light |7 Stars |34 |5000 |
1560 |Total Attributes:  7 |UNPRINTABLE ||Attacker | /  |Dragon |Dark | /  |Light |7 Stars |34 |5000 |
1561 |Total Attributes:  7 |UNPRINTABLE ||Attacker | /  |Dragon |Water | /  |Light |7 Stars |34 |5000 |
1562 |Total Attributes:  7 |God - Piccolo ||Devil | /  |God |Wood | /  |Light |6 Stars |30 |3000 |
1563 |Total Attributes:  7 |Android 16 ||Physical | /  |Dragon |Wood |4 Stars |10 |3000 |
1564 |Total Attributes:  7 |UNPRINTABLE ||Physical | /  |Dragon |Wood | /  |Light |5 Stars |20 |3000 |
1565 |Total Attributes:  7 |Android 17 ||Attacker | /  |Dragon |Fire |4 Stars |10 |3000 |
1566 |Total Attributes:  7 |UNPRINTABLE ||Attacker | /  |Dragon |Fire | /  |Dark |5 Stars |20 |3000 |
1567 |Total Attributes:  7 |Android 18 ||Healer | /  |Dragon |Water |4 Stars |10 |3000 |
1568 |Total Attributes:  7 |UNPRINTABLE ||Healer | /  |Dragon |Water | /  |Light |5 Stars |20 |3000 |
1569 |Total Attributes:  7 |Cell - First Form ||Devil | /  |Dragon |Wood |5 Stars |13 |5000 |
1570 |Total Attributes:  7 |Cell - Second Form ||Devil | /  |Dragon |Wood |6 Stars |18 |5000 |
1571 |Total Attributes:  7 |Cell - Final Form ||Devil | /  |Dragon |Wood | /  |Dark |7 Stars |23 |5000 |
1572 |Total Attributes:  7 |Pui Pui ||Attacker | /  |Dragon |Dark |3 Stars |8 |1 |
1573 |Total Attributes:  7 |Yakon ||Physical | /  |Dragon |Wood |3 Stars |8 |1 |
1574 |Total Attributes:  7 |UNPRINTABLE ||Physical | /  |Dragon |Wood |4 Stars |12 |1 |
1575 |Total Attributes:  7 |Dabura ||Devil | /  |Dragon |Fire |3 Stars |10 |1 |
1576 |Total Attributes:  7 |UNPRINTABLE ||Devil | /  |Dragon |Fire | /  |Dark |4 Stars |15 |1 |
1577 |Total Attributes:  7 |Babidi ||Healer | /  |Dragon |Wood |3 Stars |8 |1 |
1578 |Total Attributes:  7 |UNPRINTABLE ||Healer | /  |Dragon |Wood |4 Stars |12 |1 |
1579 |Total Attributes:  7 |Majin Buu ||Devil | /  |Dragon |Fire |4 Stars |10 |10 |
1580 |Total Attributes:  7 |Majin Buu - Innocent VS Pure Evil ||Devil | /  |Dragon |Light | /  |Dark |5 Stars |20 |10 |
1581 |Total Attributes:  7 |Majin Buu - Evil ||Devil | /  |Dragon |Fire | /  |Dark |6 Stars |30 |10 |
1582 |Total Attributes:  7 |Majin Buu - Pure ||Devil | /  |Dragon |Fire | /  |Dark |7 Stars |40 |10 |
1583 |Total Attributes:  7 |Mr. Satan ||Balanced | /  |Dragon |Fire |4 Stars |10 |3000 |
1584 |Total Attributes:  7 |Champion Mr. Satan ||Balanced | /  |Dragon |Fire | /  |Fire |5 Stars |20 |3000 |
1585 |Total Attributes:  8 |Goddess of Secrets, Kali ||God |Light |5 Stars |30 |15000 |Light Kali, LKali |
1586 |Total Attributes:  8 |Shining Goddess of Secrets, Kali ||God | /  |Healer |Light | /  |Fire |6 Stars |50 |15000 |Light Kali, LKali |
1587 |Total Attributes:  8 |Goddess of Power, Kali ||God |Dark |6 Stars |40 |50000 |Dark Kali, DKali |
1588 |Total Attributes:  8 |Destroying Goddess of Power, Kali ||God | /  |Dragon |Dark | /  |Fire |7 Stars |60 |50000 |Dark Kali, DKali |
1589 |Total Attributes:  7 |Guan Yinping ||Healer | /  |Physical |Fire | /  |Wood |5 Stars |12 |15 |
1590 |Total Attributes:  7 |Peach Garden General, Guan Yinping ||Healer | /  |Physical |Fire | /  |Wood |6 Stars |18 |15 |
1591 |Total Attributes:  7 |Flame Insect Dragon, Flammesickle ||Dragon |Fire |5 Stars |12 |10 |
1592 |Total Attributes:  7 |Water Insect Dragon, Deadjumper ||Dragon |Water |5 Stars |12 |10 |
1593 |Total Attributes:  7 |Earth Insect Dragon, Gigarock ||Dragon |Wood |5 Stars |12 |10 |
1594 |Total Attributes:  7 |Light Insect Dragon, Pulseneedle ||Dragon |Light |5 Stars |12 |10 |
1595 |Total Attributes:  7 |Dark Insect Dragon, Mutecocoon ||Dragon |Dark |5 Stars |12 |10 |
1596 |Total Attributes:  7 |Oneton ||Dragon |Fire |2 Stars |5 |1 |
1597 |Total Attributes:  7 |Twinton ||Dragon |Water |2 Stars |5 |1 |
1598 |Total Attributes:  7 |Tripton ||Dragon |Wood |2 Stars |5 |1 |
1599 |Total Attributes:  7 |Cuaton ||Dragon |Light |2 Stars |5 |1 |
1600 |Total Attributes:  7 |Quinton ||Dragon |Dark |2 Stars |5 |1 |
1601 |Total Attributes:  7 |Vibrant Butterfly Dragon, Swallowtail ||Dragon |Dark | /  |Wood |6 Stars |17 |10 |
1602 |Total Attributes:  7 |Apex Blue Flower Dragon, Starling ||Dragon | /  |God | /  |Healer |Water | /  |Wood |7 Stars |50 |10 |
1603 |Total Attributes:  7 |Regios Cat ||Dragon |Light |5 Stars |15 |10 |
1604 |Total Attributes:  7 |Seregios & Regios Cat ||Dragon |Light | /  |Light |6 Stars |20 |10 |
1605 |Total Attributes:  7 |Kut-Ku Cat ||Attacker |Fire |4 Stars |10 |3000 |
1606 |Total Attributes:  7 |Yian Kut-Ku & Kut-Ku Cat ||Attacker | /  |Dragon |Fire | /  |Fire |5 Stars |20 |3000 |
1607 |Total Attributes:  7 |Gore Cat ||Devil |Dark |5 Stars |15 |5000 |
1608 |Total Attributes:  7 |Gore Magala & Gore Cat ||Devil | /  |Dragon |Dark | /  |Dark |6 Stars |25 |5000 |
1609 |Total Attributes:  7 |Cat Khezu ||Healer |Light |4 Stars |10 |3000 |
1610 |Total Attributes:  7 |Khezu & Cat Khezu ||Healer | /  |Dragon |Light | /  |Water |5 Stars |20 |3000 |
1611 |Total Attributes:  7 |Rex Cat ||Dragon |Wood |5 Stars |15 |5000 |
1612 |Total Attributes:  7 |Tigrex & Rex Cat ||Dragon | /  |Physical |Wood | /  |Fire |6 Stars |25 |5000 |
1613 |Total Attributes:  8 |Moonlit Feline Goddess, Bastet ||God | /  |Devil |Wood | /  |Dark |7 Stars |35 |5000 |Yosuke Adachi |
1614 |Total Attributes:  7 |Fire Wizard, Laila ||Attacker |Fire |5 Stars |12 |5000 |
1615 |Total Attributes:  7 |Inferno Sorcerer, Laila ||Attacker | /  |Healer |Fire | /  |Fire |6 Stars |17 |5000 |
1616 |Total Attributes:  7 |Water Wizard, Sharon ||Attacker |Water |5 Stars |12 |5000 |
1617 |Total Attributes:  7 |Pure Water Sorcerer, Sharon ||Attacker | /  |Healer |Water | /  |Water |6 Stars |17 |5000 |
1618 |Total Attributes:  7 |Wood Wizard, Leeza ||Attacker |Wood |5 Stars |12 |5000 |
1619 |Total Attributes:  7 |Sacred Tree Sorcerer, Leeza ||Attacker | /  |Healer |Wood | /  |Wood |6 Stars |17 |5000 |
1620 |Total Attributes:  7 |Light Wizard, Rei Sirius ||God |Light |5 Stars |12 |5000 |
1621 |Total Attributes:  7 |Flash Sorcerer, Rei Sirius ||God | /  |Healer |Light | /  |Light |6 Stars |17 |5000 |
1622 |Total Attributes:  7 |Dark Wizard, Dill Sirius ||Devil |Dark |5 Stars |12 |5000 |
1623 |Total Attributes:  7 |Ebon Sorcerer, Dill Sirius ||Devil | /  |Healer |Dark | /  |Dark |6 Stars |17 |5000 |
1624 |Total Attributes:  7 |Wandering Wizard, Wee Jas ||Dragon |Light |5 Stars |12 |5000 |
1625 |Total Attributes:  7 |Space-Time Sorcerer, Wee Jas ||Dragon | /  |Healer |Light | /  |Light |6 Stars |17 |5000 |
1626 |Total Attributes:  7 |Jester Wizard, Chester ||Dragon |Dark |5 Stars |12 |5000 |
1627 |Total Attributes:  7 |Dimensional Sorcerer, Chester ||Dragon | /  |Devil |Dark | /  |Dark |6 Stars |17 |5000 |
1628 |Total Attributes:  7 |Cauchemar ||Devil |Wood | /  |Wood |6 Stars |30 |20 |
1629 |Total Attributes:  7 |Chivalric Demon Prince, Cauchemar ||Devil |Wood | /  |Dark |7 Stars |40 |20 |
1630 |Total Attributes:  7 |Star Dragon Emperor, Defoud ||Dragon |Light |5 Stars |40 |25 |
1631 |Total Attributes:  7 |Dark Sky Star Dragon Emperor, Defoud ||Dragon |Light | /  |Dark |6 Stars |50 |25 |
1632 |Total Attributes:  7 |ABE Fencer Red ||Balanced |Fire |3 Stars |7 |1 |
1633 |Total Attributes:  7 |ABE Knight Red ||Balanced |Fire |4 Stars |12 |1 |
1634 |Total Attributes:  7 |ABE Trickster Blues ||Attacker |Water |3 Stars |7 |1 |
1635 |Total Attributes:  7 |ABE Archer Blues ||Attacker |Water |4 Stars |12 |1 |
1636 |Total Attributes:  7 |ABE Mage Chuck ||Attacker |Light |3 Stars |7 |1 |
1637 |Total Attributes:  7 |ABE Wizard Chuck ||Attacker |Light |4 Stars |12 |1 |
1638 |Total Attributes:  7 |ABE Cleric Matilda ||Healer |Light |3 Stars |7 |1 |
1639 |Total Attributes:  7 |ABE Priest Matilda ||Healer |Light |4 Stars |12 |1 |
1640 |Total Attributes:  7 |ABE Pirate Bomb ||Physical |Dark |3 Stars |7 |1 |
1641 |Total Attributes:  7 |ABE Capt'n Bomb ||Physical |Dark |4 Stars |12 |1 |
1642 |Total Attributes:  7 |ABE Guard Captain Pig ||Physical |Wood |4 Stars |12 |10 |
1643 |Total Attributes:  7 |ABE Royal Guard Pig ||Physical |Wood | /  |Dark |5 Stars |22 |10 |
1644 |Total Attributes:  8 |Arbiter of Judgement, Metatron ||God | /  |Attacker |Dark | /  |Water |8 Stars |70 |50000 |Shinnosuke Hino |
1645 |Total Attributes:  7 |Marvelous Red Dragon Caller, Sonia ||Dragon | /  |Devil |Fire | /  |Dark |7 Stars |60 |15000 |
1646 |Total Attributes:  7 |King of Hell, Satan ||Devil |Dark | /  |Fire |8 Stars |70 |20 |
1647 |Total Attributes:  7 |Dark Knight, Gravis ||Physical |Dark |5 Stars |15 |15 |
1648 |Total Attributes:  7 |Corpse Armor Dark Knight, Gravis ||Physical | /  |Devil |Dark | /  |Fire |6 Stars |20 |15 |
1649 |Total Attributes:  7 |Red Knight, Nim ||Attacker |Fire |5 Stars |12 |5000 |
1650 |Total Attributes:  7 |Armored Blue Flame Knight, Nim ||Attacker | /  |Healer |Fire | /  |Water |6 Stars |17 |5000 |
1651 |Total Attributes:  7 |Blue Knight, Muse ||God |Water |5 Stars |12 |5000 |
1652 |Total Attributes:  7 |Armored Green Ice Knight, Muse ||God | /  |Physical |Water | /  |Wood |6 Stars |17 |5000 |
1653 |Total Attributes:  7 |Green Knight, Delgado ||Balanced |Wood |5 Stars |12 |5000 |
1654 |Total Attributes:  7 |Armored Red Storm Knight, Delgado ||Balanced | /  |Dragon |Wood | /  |Fire |6 Stars |17 |5000 |
1655 |Total Attributes:  7 |Holy Knight, Arcline ||Healer |Light |5 Stars |12 |5000 |
1656 |Total Attributes:  7 |Armored Blue Blade Knight, Arcline ||Healer | /  |God |Light | /  |Water |6 Stars |17 |5000 |
1657 |Total Attributes:  7 |Evil Knight, Creuse ||Physical |Dark |5 Stars |12 |5000 |
1658 |Total Attributes:  7 |Armored Dual Blade Knight, Creuse ||Physical | /  |Devil |Dark | /  |Water |6 Stars |17 |5000 |
1659 |Total Attributes:  7 |Set ||God |Fire |5 Stars |15 |5000 |
1660 |Total Attributes:  7 |Burning God, Set ||God |Fire | /  |Wood |6 Stars |25 |5000 |
1661 |Total Attributes:  7 |Nut ||God |Water |5 Stars |15 |5000 |
1662 |Total Attributes:  7 |Goddess of the Starry Sky, Nut ||God | /  |Physical |Water | /  |Water |6 Stars |25 |5000 |
1663 |Total Attributes:  7 |Osiris ||God |Wood |5 Stars |15 |5000 |
1664 |Total Attributes:  7 |God of Dark Riches, Osiris ||God | /  |Balanced |Wood | /  |Wood |6 Stars |25 |5000 |
1665 |Total Attributes:  7 |Hathor ||God |Light |5 Stars |15 |5000 |
1666 |Total Attributes:  7 |Sacred Life Goddess, Hathor ||God |Light | /  |Water |6 Stars |25 |5000 |
1667 |Total Attributes:  8 |Nephthys ||God |Dark |5 Stars |15 |5000 |Shinnosuke Hino |
1668 |Total Attributes:  8 |Goddess of the Dead, Nephthys ||God |Dark | /  |Fire |6 Stars |25 |5000 |Shinnosuke Hino |
1669 |Total Attributes:  7 |The Norn Urd ||God |Fire |5 Stars |30 |15000 |
1670 |Total Attributes:  7 |Norn of the Past, Urd ||God | /  |Attacker |Fire | /  |Water |6 Stars |40 |15000 |
1671 |Total Attributes:  7 |The Norn Verdandi ||God |Wood |5 Stars |30 |15000 |
1672 |Total Attributes:  7 |Norn of the Present, Verdandi ||God | /  |Balanced |Wood | /  |Fire |6 Stars |40 |15000 |
1673 |Total Attributes:  7 |The Norn Skuld ||God |Water |6 Stars |40 |50000 |
1674 |Total Attributes:  7 |Norn of the Future, Skuld ||God | /  |Physical |Water | /  |Wood |7 Stars |60 |50000 |
1675 |Total Attributes:  7 |Superman ||Attacker |Light |5 Stars |15 |5000 |
1676 |Total Attributes:  7 |Last Son of Krypton, Superman ||Attacker | /  |Physical |Light | /  |Fire |6 Stars |25 |5000 |
1677 |Total Attributes:  7 |Supergirl ||Healer |Light |5 Stars |15 |5000 |
1678 |Total Attributes:  7 |Survivor of Krypton, Supergirl ||Healer | /  |Physical |Light | /  |Water |6 Stars |25 |5000 |
1679 |Total Attributes:  7 |Aquaman ||Physical |Water |4 Stars |10 |3000 |
1680 |Total Attributes:  7 |King of Atlantis, Aquaman ||Physical |Water | /  |Light |5 Stars |20 |3000 |
1681 |Total Attributes:  7 |Green Arrow ||Balanced |Wood |4 Stars |10 |3000 |
1682 |Total Attributes:  7 |Ace Archer, Green Arrow ||Balanced |Wood | /  |Wood |5 Stars |20 |3000 |
1683 |Total Attributes:  7 |The Flash ||Attacker |Light |4 Stars |10 |3000 |
1684 |Total Attributes:  7 |Crimson Speedster, The Flash ||Attacker |Light | /  |Light |5 Stars |20 |3000 |
1685 |Total Attributes:  7 |Batgirl & Batwoman ||Balanced |Dark |4 Stars |10 |3000 |
1686 |Total Attributes:  7 |Vigilantes, Batgirl & Batwoman ||Balanced |Dark | /  |Dark |5 Stars |20 |3000 |
1687 |Total Attributes:  7 |Wonder Woman ||Attacker |Wood |4 Stars |10 |3000 |
1688 |Total Attributes:  7 |Wisdom of Athena, Wonder Woman ||Attacker |Wood | /  |Light |5 Stars |20 |3000 |
1689 |Total Attributes:  7 |Harley Quinn ||Devil |Fire |3 Stars |5 |1 |
1690 |Total Attributes:  7 |Mad Love, Harley Quinn ||Devil |Fire |4 Stars |10 |1 |
1691 |Total Attributes:  7 |Silver Banshee ||Devil |Water |3 Stars |5 |1 |
1692 |Total Attributes:  7 |Wail of Death, Silver Banshee ||Devil |Water |4 Stars |10 |1 |
1693 |Total Attributes:  7 |Lex Luthor ||Physical |Dark |3 Stars |7 |1 |
1694 |Total Attributes:  7 |Evil Genius, Lex Luthor ||Physical |Dark | /  |Wood |4 Stars |12 |1 |
1695 |Total Attributes:  7 |Doomsday ||Attacker |Wood |3 Stars |7 |1 |
1696 |Total Attributes:  7 |Ultimate Lifeform, Doomsday ||Attacker |Wood | /  |Dark |4 Stars |12 |1 |
1697 |Total Attributes:  7 |Poison Ivy ||Devil |Wood |3 Stars |5 |1 |
1698 |Total Attributes:  7 |Master Toxicologist, Poison Ivy ||Devil |Wood |4 Stars |10 |1 |
1699 |Total Attributes:  7 |Darkseid ||Devil |Dark |4 Stars |10 |10 |
1700 |Total Attributes:  7 |Dread Lord, Darkseid ||Devil |Dark | /  |Water |5 Stars |20 |10 |
1701 |Total Attributes:  7 |ChibiDra ||Enhance Material |Dark |2 Stars |1 |1 |
1702 |Total Attributes:  7 |Memorial TAMADRA ||Awoken Material |Light |7 Stars |100 |1000 |
1703 |Total Attributes:  7 |UNPRINTABLE ||Enhance Material |Dark |5 Stars |20 |1 |
1704 |Total Attributes:  7 |Drifting Wizard, Wee Jas ||Dragon |Wood |5 Stars |12 |5000 |
1705 |Total Attributes:  7 |Endless Era Sorcerer, Wee Jas ||Dragon | /  |Healer |Wood | /  |Wood |6 Stars |17 |5000 |
1706 |Total Attributes:  7 |Red Sky Wizard, Chester ||Dragon |Fire |5 Stars |12 |5000 |
1707 |Total Attributes:  7 |Twilight Sorcerer, Chester ||Dragon | /  |Devil |Fire | /  |Fire |6 Stars |17 |5000 |
1709 |Total Attributes:  7 |Latent Expansion Tamadra ||Awoken Material |Light |8 Stars |1 |10000 |
1710 |Total Attributes:  7 |Zhao Yun ||Attacker |Wood | /  |Wood |6 Stars |30 |25 |
1711 |Total Attributes:  7 |Mighty Dragon General, Zhao Yun ||Attacker | /  |Dragon |Wood | /  |Light |7 Stars |40 |25 |
1712 |Total Attributes:  7 |Unyielding Samurai Dragon King, Zaerog ||Dragon | /  |Attacker | /  |Devil |Fire | /  |Dark |8 Stars |60 |15 |
1713 |Total Attributes:  7 |5-Ore Magic Stone Dragon, Mithril Edge ||Dragon | /  |Machine | /  |Balanced |Water | /  |Fire |6 Stars |35 |1 |
1714 |Total Attributes:  7 |sleeping dragon, zhuge liang ||Dragon | /  |Attacker |Wood |4 Stars |15 |1 |
1715 |Total Attributes:  7 |genius sleeping dragon, zhuge liang ||Dragon | /  |Attacker |Wood | /  |Dark |5 Stars |30 |1 |
1716 |Total Attributes:  7 |bearded deity, guan yu ||Dragon | /  |Physical |Wood |4 Stars |15 |1 |
1717 |Total Attributes:  7 |steadfast bearded deity, guan yu ||Dragon | /  |Physical |Wood | /  |Light |5 Stars |30 |1 |
1718 |Total Attributes:  7 |Silver Saint, Shaina ||Attacker |Wood |4 Stars |10 |3000 |
1719 |Total Attributes:  7 |Silver Saint, Ophiuchus Shaina ||Attacker |Wood | /  |Light |5 Stars |20 |3000 |
1720 |Total Attributes:  7 |Gold Saint, Mu ||Healer |Light |4 Stars |10 |3000 |
1721 |Total Attributes:  7 |Gold Saint, Aries Mu ||Healer | /  |Attacker |Light | /  |Light |5 Stars |20 |3000 |
1722 |Total Attributes:  7 |Gold Saint, Dohko ||Dragon |Wood |5 Stars |12 |5000 |
1723 |Total Attributes:  7 |Gold Saint, Libra Dohko ||Dragon | /  |Balanced |Wood | /  |Light |6 Stars |22 |5000 |
1724 |Total Attributes:  7 |UNPRINTABLE ||Dragon | /  |Attacker |Wood | /  |Light |6 Stars |30 |3000 |
1725 |Total Attributes:  7 |UNPRINTABLE ||Balanced | /  |God |Light | /  |Light |7 Stars |32 |5000 |
1726 |Total Attributes:  7 |Awoken Hinokagutsuchi ||Dragon | /  |Physical |Fire | /  |Dark |7 Stars |35 |5000 |
1727 |Total Attributes:  8 |Divine Law Goddess, Valkyrie Rose ||Healer | /  |God | /  |Attacker |Light | /  |Wood |8 Stars |45 |15 |Shinnosuke Hino |
1728 |Total Attributes:  8 |Phoenix Goddess, Valkyrie Femme ||Healer | /  |God | /  |Attacker |Fire | /  |Light |8 Stars |45 |15000 |Shinnosuke Hino |
1729 |Total Attributes:  8 |Azure Goddess, Valkyrie Reine ||Healer | /  |God | /  |Attacker |Water | /  |Light |8 Stars |45 |15000 |Shinnosuke Hino |
1730 |Total Attributes:  8 |Thorned Goddess, Valkyrie Elize ||Healer | /  |God | /  |Attacker |Wood | /  |Dark |8 Stars |45 |15000 |Shinnosuke Hino |
1731 |Total Attributes:  8 |Black-Winged Goddess, Valkyrie Claire ||Healer | /  |God | /  |Devil |Dark | /  |Fire |8 Stars |45 |15000 |Shinnosuke Hino |
1732 |Total Attributes:  7 |Stormy God-Emperor, Yamato Takeru ||God | /  |Dragon |Fire | /  |Fire |7 Stars |35 |5000 |
